1	1	1
2	2	1
3	3	1
3	4	1
4	4	1
5	5	1
6	5	1
7	6	1
8	7	1
9	8	1
10	9	1
11	10	1
12	11	1
13	12	1
14	13	1
15	14	1
16	14	1
17	14	1
18	14	1
19	14	1
20	14	1
21	14	1
22	14	1
23	15	1
24	15	1
25	15	1
26	16	1
19	16	1
27	17	1
28	17	1
29	18	1
30	19	1
31	20	1
32	20	1
32	21	1
33	21	1
34	22	1
23	23	1
35	23	1
36	24	1
37	24	1
38	25	1
26	26	1
23	27	1
39	28	1
40	29	1
41	29	1
42	30	1
23	31	1
43	31	1
26	32	1
23	32	1
44	32	1
45	32	1
24	32	1
46	33	1
26	33	1
28	33	1
47	33	1
48	34	1
23	34	1
49	34	1
50	34	1
51	34	1
39	34	1
52	34	1
48	35	1
39	36	1
27	36	1
53	37	1
23	37	1
54	37	1
55	37	1
51	37	1
12	37	1
39	37	1
56	37	1
52	37	1
54	38	1
39	38	1
57	39	1
58	39	1
46	39	1
26	39	1
59	39	1
60	39	1
61	39	1
62	39	1
63	39	1
52	39	1
64	39	1
47	39	1
26	40	1
65	41	1
48	42	1
50	42	1
39	42	1
66	42	1
67	43	1
46	43	1
26	43	1
53	43	1
59	43	1
68	43	1
50	43	1
69	43	1
12	43	1
56	43	1
70	43	1
71	43	1
52	43	1
23	44	1
24	44	1
72	45	1
39	46	1
56	46	1
24	46	1
73	47	1
74	48	1
26	48	1
31	48	1
75	48	1
76	49	1
37	49	1
77	49	1
26	50	1
27	50	1
78	50	1
23	51	1
35	52	1
26	53	1
79	53	1
80	53	1
31	53	1
81	53	1
82	54	1
83	55	1
45	56	1
29	56	1
84	57	1
2	57	1
85	58	1
86	58	1
37	59	1
26	60	1
27	60	1
26	61	1
48	62	1
12	62	1
56	62	1
48	63	1
23	63	1
12	63	1
24	63	1
71	63	1
23	64	1
12	64	1
87	64	1
85	64	1
88	65	1
23	66	1
27	66	1
73	67	1
30	68	1
89	69	1
90	69	1
61	69	1
25	69	1
26	70	1
91	71	1
40	72	1
92	73	1
26	74	1
93	74	1
94	74	1
47	74	1
95	75	1
96	75	1
97	75	1
98	75	1
71	75	1
99	76	1
40	76	1
23	77	1
100	77	1
101	78	1
102	78	1
23	79	1
54	79	1
54	80	1
103	80	1
56	80	1
47	80	1
104	81	1
105	81	1
106	81	1
107	81	1
94	81	1
56	81	1
108	81	1
98	81	1
109	82	1
35	82	1
39	83	1
62	83	1
56	83	1
110	84	1
111	85	1
112	85	1
26	86	1
50	86	1
113	87	1
114	87	1
113	88	1
114	88	1
115	88	1
46	89	1
116	89	1
117	89	1
75	89	1
48	90	1
39	90	1
43	90	1
88	91	1
26	92	1
118	92	1
119	92	1
120	92	1
6	92	1
121	92	1
90	92	1
27	92	1
85	92	1
122	92	1
123	92	1
29	92	1
124	93	1
125	94	1
27	94	1
25	94	1
27	95	1
25	95	1
126	96	1
27	96	1
25	96	1
65	96	1
126	97	1
27	97	1
124	97	1
127	98	1
90	99	1
128	99	1
27	99	1
129	100	1
69	101	1
12	101	1
32	102	1
26	103	1
26	104	1
13	104	1
88	104	1
78	104	1
81	105	1
130	105	1
56	105	1
27	106	1
27	107	1
56	108	1
39	109	1
24	110	1
12	111	1
39	112	1
67	113	1
26	114	1
50	114	1
131	114	1
90	114	1
132	114	1
133	114	1
27	114	1
134	114	1
66	114	1
34	114	1
71	114	1
124	114	1
65	114	1
133	115	1
27	115	1
25	115	1
71	115	1
125	116	1
26	117	1
135	117	1
136	117	1
137	117	1
32	117	1
37	117	1
99	118	1
138	119	1
139	120	1
90	120	1
140	121	1
40	121	1
141	121	1
27	122	1
56	122	1
34	122	1
71	122	1
27	123	1
142	124	1
126	125	1
27	125	1
27	126	1
143	127	1
144	128	1
144	129	1
145	130	1
146	130	1
147	131	1
40	132	1
141	132	1
92	133	1
92	134	1
148	134	1
47	135	1
105	136	1
90	136	1
149	136	1
150	136	1
97	136	1
151	136	1
152	136	1
47	136	1
47	137	1
47	138	1
153	139	1
134	140	1
24	141	1
154	142	1
88	143	1
26	144	1
90	144	1
117	144	1
155	145	1
156	145	1
90	145	1
157	145	1
158	145	1
159	145	1
90	146	1
160	147	1
161	147	1
162	147	1
163	147	1
61	147	1
164	147	1
165	147	1
166	148	1
36	149	1
167	150	1
168	150	1
169	151	1
159	152	1
170	153	1
171	154	1
56	154	1
172	155	1
173	156	1
167	157	1
174	158	1
175	159	1
174	160	1
176	161	1
177	162	1
159	163	1
178	164	1
118	165	1
150	166	1
40	167	1
179	167	1
34	168	1
34	169	1
56	170	1
106	171	1
180	172	1
144	172	1
144	173	1
26	174	1
119	174	1
50	174	1
181	174	1
127	174	1
182	174	1
183	174	1
34	175	1
88	176	1
184	177	1
127	178	1
124	179	1
185	180	1
34	180	1
27	181	1
26	182	1
27	182	1
2	183	1
